key,value,date
.conf,0.000,11/10/13
.py-tpl,0.000,11/10/13
.xml,0.001,11/10/13
.coveragerc,0.000,11/10/13
.pristine,0.000,11/10/13
.gitignore,0.000,11/10/13
.svg,0.000,11/10/13
README,0.000,11/10/13
.1,0.005,11/10/13
.prj,0.000,11/10/13
config,0.000,11/10/13
.sh,0.000,11/10/13
.rst,0.000,11/10/13
.js,0.054,11/10/13
file_txt,0.000,11/10/13
spelling_wordlist,0.002,11/10/13
.eslintignore,0.000,11/10/13
.hidden,0.000,11/10/13
.eslintrc,0.000,11/10/13
.vrt,0.000,11/10/13
.png,0.000,11/10/13
.sql,0.000,11/10/13
.json,0.005,11/10/13
.csv,0.000,11/10/13
.css,0.004,11/10/13
".txt""",0.000,11/10/13
.python,0.000,11/10/13
.cfg,0.000,11/10/13
.txt,0.150,11/10/13
AUTHORS,0.002,11/10/13
.html,0.003,11/10/13
.hgignore,0.000,11/10/13
.gitattributes,0.000,11/10/13
django_bash_completion,0.000,11/10/13
.ignoreme,0.000,11/10/13
.po,0.467,10/10/13
.graffle,0.000,10/10/13
.in,0.000,10/10/13
LICENSE,0.000,10/10/13
.editorconfig ,0.000,10/10/13
backup~,0.000,10/10/13
Makefile,0.000,10/10/13
.gitkeep,0.000,10/10/13
.djtpl,0.000,10/10/13
.keep,0.000,10/10/13
.py,0.510,10/10/13
.conf,0.000,10/10/13
.py-tpl,0.000,10/10/13
.xml,0.001,10/10/13
.coveragerc,0.000,10/10/13
.pristine,0.000,10/10/13
.gitignore,0.000,10/10/13
.svg,0.000,10/10/13
README,0.000,10/10/13
.1,0.005,10/10/13
.prj,0.000,10/10/13
config,0.000,10/10/13
.sh,0.000,10/10/13
.rst,0.000,10/10/13
.js,0.054,10/10/13
file_txt,0.000,10/10/13
spelling_wordlist,0.002,10/10/13
.eslintignore,0.000,10/10/13
.hidden,0.000,10/10/13
.eslintrc,0.000,10/10/13
.vrt,0.000,10/10/13
.png,0.000,10/10/13
.sql,0.000,10/10/13
.json,0.005,10/10/13
.csv,0.000,10/10/13
.css,0.004,10/10/13
".txt""",0.000,10/10/13
.python,0.000,10/10/13
.cfg,0.000,10/10/13
.txt,0.153,10/10/13
AUTHORS,0.002,10/10/13
.html,0.003,10/10/13
.hgignore,0.000,10/10/13
.gitattributes,0.000,10/10/13
django_bash_completion,0.000,10/10/13
.ignoreme,0.000,10/10/13
.po,0.467,9/10/13
.graffle,0.000,9/10/13
.in,0.000,9/10/13
LICENSE,0.000,9/10/13
.editorconfig ,0.000,9/10/13
backup~,0.000,9/10/13
Makefile,0.000,9/10/13
.gitkeep,0.000,9/10/13
.djtpl,0.000,9/10/13
.keep,0.000,9/10/13
.py,0.516,9/10/13
.conf,0.000,9/10/13
.py-tpl,0.000,9/10/13
.xml,0.001,9/10/13
.coveragerc,0.000,9/10/13
.pristine,0.000,9/10/13
.gitignore,0.000,9/10/13
.svg,0.000,9/10/13
README,0.000,9/10/13
.1,0.005,9/10/13
.prj,0.000,9/10/13
config,0.000,9/10/13
.sh,0.000,9/10/13
.rst,0.000,9/10/13
.js,0.054,9/10/13
file_txt,0.000,9/10/13
spelling_wordlist,0.002,9/10/13
.eslintignore,0.000,9/10/13
.hidden,0.000,9/10/13
.eslintrc,0.000,9/10/13
.vrt,0.000,9/10/13
.png,0.000,9/10/13
.sql,0.000,9/10/13
.json,0.005,9/10/13
.csv,0.000,9/10/13
.css,0.004,9/10/13
".txt""",0.000,9/10/13
.python,0.000,9/10/13
.cfg,0.000,9/10/13
.txt,0.157,9/10/13
AUTHORS,0.002,9/10/13
.html,0.003,9/10/13
.hgignore,0.000,9/10/13
.gitattributes,0.000,9/10/13
django_bash_completion,0.000,9/10/13
.ignoreme,0.000,9/10/13
.po,0.467,8/10/13
.graffle,0.000,8/10/13
.in,0.000,8/10/13
LICENSE,0.000,8/10/13
.editorconfig ,0.000,8/10/13
backup~,0.000,8/10/13
Makefile,0.000,8/10/13
.gitkeep,0.000,8/10/13
.djtpl,0.000,8/10/13
.keep,0.000,8/10/13
.py,0.521,8/10/13
.conf,0.000,8/10/13
.py-tpl,0.000,8/10/13
.xml,0.001,8/10/13
.coveragerc,0.000,8/10/13
.pristine,0.000,8/10/13
.gitignore,0.000,8/10/13
.svg,0.000,8/10/13
README,0.000,8/10/13
.1,0.005,8/10/13
.prj,0.000,8/10/13
config,0.000,8/10/13
.sh,0.000,8/10/13
.rst,0.000,8/10/13
.js,0.054,8/10/13
file_txt,0.000,8/10/13
spelling_wordlist,0.002,8/10/13
.eslintignore,0.000,8/10/13
.hidden,0.000,8/10/13
.eslintrc,0.000,8/10/13
.vrt,0.000,8/10/13
.png,0.000,8/10/13
.sql,0.000,8/10/13
.json,0.005,8/10/13
.csv,0.000,8/10/13
.css,0.004,8/10/13
".txt""",0.000,8/10/13
.python,0.000,8/10/13
.cfg,0.000,8/10/13
.txt,0.159,8/10/13
AUTHORS,0.002,8/10/13
.html,0.003,8/10/13
.hgignore,0.000,8/10/13
.gitattributes,0.000,8/10/13
django_bash_completion,0.000,8/10/13
.ignoreme,0.000,8/10/13
.po,0.467,7/10/13
.graffle,0.000,7/10/13
.in,0.000,7/10/13
LICENSE,0.000,7/10/13
.editorconfig ,0.000,7/10/13
backup~,0.000,7/10/13
Makefile,0.000,7/10/13
.gitkeep,0.000,7/10/13
.djtpl,0.000,7/10/13
.keep,0.000,7/10/13
.py,0.532,7/10/13
.conf,0.000,7/10/13
INSTALL,0.000,7/10/13
.py-tpl,0.000,7/10/13
.xml,0.001,7/10/13
.coveragerc,0.000,7/10/13
.pristine,0.000,7/10/13
.gitignore,0.000,7/10/13
.svg,0.000,7/10/13
README,0.000,7/10/13
.1,0.005,7/10/13
.prj,0.000,7/10/13
config,0.000,7/10/13
.sh,0.000,7/10/13
.rst,0.000,7/10/13
.js,0.054,7/10/13
file_txt,0.000,7/10/13
spelling_wordlist,0.002,7/10/13
.eslintignore,0.000,7/10/13
.hidden,0.000,7/10/13
.eslintrc,0.000,7/10/13
.vrt,0.000,7/10/13
.png,0.000,7/10/13
.sql,0.000,7/10/13
.json,0.005,7/10/13
.csv,0.000,7/10/13
.css,0.004,7/10/13
".txt""",0.000,7/10/13
.python,0.000,7/10/13
.cfg,0.000,7/10/13
.txt,0.162,7/10/13
AUTHORS,0.002,7/10/13
.html,0.003,7/10/13
.hgignore,0.000,7/10/13
.gitattributes,0.000,7/10/13
django_bash_completion,0.000,7/10/13
.ignoreme,0.000,7/10/13
.po,0.467,6/10/13
.graffle,0.000,6/10/13
.in,0.000,6/10/13
LICENSE,0.000,6/10/13
.editorconfig ,0.000,6/10/13
backup~,0.000,6/10/13
Makefile,0.000,6/10/13
.gitkeep,0.000,6/10/13
.djtpl,0.000,6/10/13
.keep,0.000,6/10/13
.py,0.539,6/10/13
.conf,0.000,6/10/13
INSTALL,0.000,6/10/13
.py-tpl,0.000,6/10/13
.xml,0.001,6/10/13
.coveragerc,0.000,6/10/13
.pristine,0.000,6/10/13
.gitignore,0.000,6/10/13
.svg,0.000,6/10/13
README,0.000,6/10/13
.1,0.005,6/10/13
.prj,0.000,6/10/13
config,0.000,6/10/13
.sh,0.000,6/10/13
.rst,0.000,6/10/13
.js,0.053,6/10/13
file_txt,0.000,6/10/13
spelling_wordlist,0.002,6/10/13
.eslintignore,0.000,6/10/13
.hidden,0.000,6/10/13
.eslintrc,0.000,6/10/13
.vrt,0.000,6/10/13
.png,0.000,6/10/13
.sql,0.000,6/10/13
.json,0.005,6/10/13
.csv,0.000,6/10/13
.css,0.004,6/10/13
".txt""",0.000,6/10/13
.python,0.000,6/10/13
.cfg,0.000,6/10/13
.txt,0.165,6/10/13
AUTHORS,0.002,6/10/13
.html,0.003,6/10/13
.hgignore,0.000,6/10/13
.gitattributes,0.000,6/10/13
django_bash_completion,0.000,6/10/13
.ignoreme,0.000,6/10/13
.po,0.469,5/10/13
.graffle,0.000,5/10/13
.in,0.000,5/10/13
LICENSE,0.000,5/10/13
.editorconfig ,0.000,5/10/13
backup~,0.000,5/10/13
Makefile,0.000,5/10/13
.gitkeep,0.000,5/10/13
.djtpl,0.000,5/10/13
.keep,0.000,5/10/13
.py,0.577,5/10/13
.conf,0.000,5/10/13
INSTALL,0.000,5/10/13
.py-tpl,0.000,5/10/13
.xml,0.001,5/10/13
.coveragerc,0.000,5/10/13
.sample,0.000,5/10/13
.pristine,0.000,5/10/13
.gitignore,0.000,5/10/13
.svg,0.000,5/10/13
README,0.000,5/10/13
.1,0.005,5/10/13
.prj,0.000,5/10/13
config,0.000,5/10/13
.sh,0.000,5/10/13
.rst,0.000,5/10/13
.js,0.053,5/10/13
file_txt,0.000,5/10/13
spelling_wordlist,0.002,5/10/13
.eslintignore,0.000,5/10/13
.hidden,0.000,5/10/13
.eslintrc,0.000,5/10/13
.vrt,0.000,5/10/13
.png,0.000,5/10/13
.sql,0.000,5/10/13
.json,0.005,5/10/13
.csv,0.000,5/10/13
.css,0.004,5/10/13
".txt""",0.000,5/10/13
.python,0.000,5/10/13
.cfg,0.000,5/10/13
.txt,0.166,5/10/13
AUTHORS,0.002,5/10/13
.html,0.003,5/10/13
.hgignore,0.000,5/10/13
.gitattributes,0.000,5/10/13
django_bash_completion,0.000,5/10/13
.ignoreme,0.000,5/10/13
.po,0.471,4/10/13
.graffle,0.002,4/10/13
.in,0.000,4/10/13
LICENSE,0.000,4/10/13
.editorconfig ,0.000,4/10/13
backup~,0.000,4/10/13
Makefile,0.000,4/10/13
.gitkeep,0.000,4/10/13
.djtpl,0.000,4/10/13
.keep,0.000,4/10/13
.py,0.583,4/10/13
.conf,0.000,4/10/13
INSTALL,0.000,4/10/13
.py-tpl,0.000,4/10/13
.xml,0.001,4/10/13
.coveragerc,0.000,4/10/13
.sample,0.000,4/10/13
.pristine,0.000,4/10/13
.gitignore,0.000,4/10/13
.svg,0.000,4/10/13
README,0.000,4/10/13
.1,0.005,4/10/13
.prj,0.000,4/10/13
config,0.000,4/10/13
.sh,0.000,4/10/13
.rst,0.000,4/10/13
.js,0.053,4/10/13
file_txt,0.000,4/10/13
spelling_wordlist,0.002,4/10/13
.eslintignore,0.000,4/10/13
.hidden,0.000,4/10/13
.eslintrc,0.000,4/10/13
.vrt,0.000,4/10/13
.png,0.000,4/10/13
.sql,0.000,4/10/13
.json,0.005,4/10/13
.csv,0.000,4/10/13
.css,0.004,4/10/13
".txt""",0.000,4/10/13
.python,0.000,4/10/13
.cfg,0.000,4/10/13
.txt,0.170,4/10/13
AUTHORS,0.002,4/10/13
.html,0.006,4/10/13
.hgignore,0.000,4/10/13
.gitattributes,0.000,4/10/13
django_bash_completion,0.000,4/10/13
.ignoreme,0.000,4/10/13
.po,0.508,3/10/13
.graffle,0.002,3/10/13
.in,0.000,3/10/13
.eot,0.000,3/10/13
LICENSE,0.000,3/10/13
.editorconfig ,0.000,3/10/13
backup~,0.000,3/10/13
Makefile,0.000,3/10/13
.gitkeep,0.000,3/10/13
.djtpl,0.000,3/10/13
.keep,0.000,3/10/13
.py,0.766,3/10/13
.conf,0.000,3/10/13
INSTALL,0.000,3/10/13
.py-tpl,0.000,3/10/13
.xml,0.002,3/10/13
.unkn,0.000,3/10/13
.unknown,0.000,3/10/13
Procfile,0.000,3/10/13
.coveragerc,0.000,3/10/13
.sample,0.000,3/10/13
.jpg,0.000,3/10/13
.pristine,0.000,3/10/13
.gitignore,0.000,3/10/13
.svg,0.000,3/10/13
README,0.000,3/10/13
.1,0.005,3/10/13
.prj,0.000,3/10/13
config,0.000,3/10/13
.dot-file,0.000,3/10/13
.sh,0.000,3/10/13
.thtml,0.000,3/10/13
.tpl,0.000,3/10/13
.rst,0.000,3/10/13
CVS,0.000,3/10/13
.js,0.047,3/10/13
file_txt,0.000,3/10/13
spelling_wordlist,0.002,3/10/13
.eslintignore,0.000,3/10/13
.hidden,0.000,3/10/13
.eslintrc,0.000,3/10/13
.vrt,0.000,3/10/13
.png,0.000,3/10/13
.sql,0.000,3/10/13
.json,0.007,3/10/13
.csv,0.000,3/10/13
.css,0.004,3/10/13
".txt""",0.000,3/10/13
.python,0.000,3/10/13
.cfg,0.000,3/10/13
.txt,0.172,3/10/13
AUTHORS,0.002,3/10/13
.html,0.006,3/10/13
ssi,0.000,3/10/13
.hgignore,0.000,3/10/13
.gitattributes,0.000,3/10/13
django_bash_completion,0.000,3/10/13
.ignoreme,0.000,3/10/13
.po,0.507,2/10/13
.graffle,0.002,2/10/13
.in,0.000,2/10/13
.eot,0.000,2/10/13
LICENSE,0.000,2/10/13
.editorconfig ,0.000,2/10/13
backup~,0.000,2/10/13
Makefile,0.000,2/10/13
.gitkeep,0.000,2/10/13
.djtpl,0.000,2/10/13
.keep,0.000,2/10/13
.py,0.766,2/10/13
.conf,0.000,2/10/13
INSTALL,0.000,2/10/13
.py-tpl,0.000,2/10/13
.xml,0.002,2/10/13
.unkn,0.000,2/10/13
.unknown,0.000,2/10/13
Procfile,0.000,2/10/13
.coveragerc,0.000,2/10/13
.sample,0.000,2/10/13
.jpg,0.000,2/10/13
.pristine,0.000,2/10/13
.gitignore,0.000,2/10/13
.svg,0.000,2/10/13
README,0.000,2/10/13
.1,0.005,2/10/13
.prj,0.000,2/10/13
config,0.000,2/10/13
.dot-file,0.000,2/10/13
.sh,0.000,2/10/13
.thtml,0.000,2/10/13
.tpl,0.000,2/10/13
.rst,0.000,2/10/13
CVS,0.000,2/10/13
.js,0.047,2/10/13
file_txt,0.000,2/10/13
spelling_wordlist,0.002,2/10/13
.eslintignore,0.000,2/10/13
.hidden,0.000,2/10/13
.eslintrc,0.000,2/10/13
.vrt,0.000,2/10/13
.png,0.000,2/10/13
.sql,0.000,2/10/13
.json,0.007,2/10/13
.csv,0.000,2/10/13
.css,0.004,2/10/13
".txt""",0.000,2/10/13
.python,0.000,2/10/13
.cfg,0.000,2/10/13
.txt,0.175,2/10/13
AUTHORS,0.002,2/10/13
.html,0.006,2/10/13
ssi,0.000,2/10/13
.hgignore,0.000,2/10/13
.gitattributes,0.000,2/10/13
django_bash_completion,0.000,2/10/13
.ignoreme,0.000,2/10/13
.po,0.984,1/10/13
.graffle,0.007,1/10/13
.in,0.000,1/10/13
.eot,0.000,1/10/13
LICENSE,0.000,1/10/13
.editorconfig ,0.000,1/10/13
backup~,0.000,1/10/13
Makefile,0.000,1/10/13
.gitkeep,0.000,1/10/13
.djtpl,0.000,1/10/13
.keep,0.000,1/10/13
.py,0.786,1/10/13
.conf,0.000,1/10/13
INSTALL,0.000,1/10/13
.py-tpl,0.000,1/10/13
.xml,0.002,1/10/13
.unkn,0.000,1/10/13
.unknown,0.000,1/10/13
Procfile,0.000,1/10/13
.coveragerc,0.000,1/10/13
.sample,0.000,1/10/13
.jpg,0.000,1/10/13
.pristine,0.000,1/10/13
.gitignore,0.000,1/10/13
.svg,0.000,1/10/13
README,0.000,1/10/13
.1,0.005,1/10/13
.prj,0.000,1/10/13
.bat,0.000,1/10/13
config,0.000,1/10/13
.dot-file,0.000,1/10/13
.sh,0.000,1/10/13
.thtml,0.000,1/10/13
.tpl,0.000,1/10/13
.rst,0.000,1/10/13
CVS,0.000,1/10/13
.js,0.048,1/10/13
file_txt,0.000,1/10/13
spelling_wordlist,0.002,1/10/13
.eslintignore,0.000,1/10/13
.hidden,0.000,1/10/13
.eslintrc,0.000,1/10/13
.vrt,0.000,1/10/13
.png,0.000,1/10/13
.sql,0.000,1/10/13
.json,0.007,1/10/13
.csv,0.000,1/10/13
.css,0.004,1/10/13
".txt""",0.000,1/10/13
.python,0.000,1/10/13
.cfg,0.000,1/10/13
.txt,0.191,1/10/13
AUTHORS,0.002,1/10/13
.html,0.007,1/10/13
ssi,0.000,1/10/13
.hgignore,0.000,1/10/13
.gitattributes,0.000,1/10/13
django_bash_completion,0.000,1/10/13
.ignoreme,0.000,1/10/13
.po,0.984,12/10/12
.graffle,0.007,12/10/12
.in,0.000,12/10/12
.eot,0.000,12/10/12
LICENSE,0.000,12/10/12
.editorconfig ,0.000,12/10/12
backup~,0.000,12/10/12
Makefile,0.000,12/10/12
.gitkeep,0.000,12/10/12
.djtpl,0.000,12/10/12
.keep,0.000,12/10/12
.py,0.785,12/10/12
.conf,0.000,12/10/12
INSTALL,0.000,12/10/12
.py-tpl,0.000,12/10/12
.xml,0.002,12/10/12
.unkn,0.000,12/10/12
.unknown,0.000,12/10/12
Procfile,0.000,12/10/12
.coveragerc,0.000,12/10/12
.sample,0.000,12/10/12
.jpg,0.000,12/10/12
.pristine,0.000,12/10/12
.gitignore,0.000,12/10/12
.svg,0.000,12/10/12
README,0.000,12/10/12
.1,0.005,12/10/12
.prj,0.000,12/10/12
.bat,0.000,12/10/12
config,0.000,12/10/12
.dot-file,0.000,12/10/12
.sh,0.000,12/10/12
.thtml,0.000,12/10/12
.tpl,0.000,12/10/12
.rst,0.000,12/10/12
CVS,0.000,12/10/12
.js,0.048,12/10/12
file_txt,0.000,12/10/12
spelling_wordlist,0.002,12/10/12
.eslintignore,0.000,12/10/12
.hidden,0.000,12/10/12
.eslintrc,0.000,12/10/12
.vrt,0.000,12/10/12
.png,0.000,12/10/12
.sql,0.000,12/10/12
.json,0.007,12/10/12
.csv,0.000,12/10/12
.css,0.004,12/10/12
".txt""",0.000,12/10/12
.python,0.000,12/10/12
.cfg,0.000,12/10/12
.txt,0.192,12/10/12
AUTHORS,0.002,12/10/12
.html,0.007,12/10/12
ssi,0.000,12/10/12
.hgignore,0.000,12/10/12
.gitattributes,0.000,12/10/12
django_bash_completion,0.000,12/10/12
.ignoreme,0.000,12/10/12
.po,0.984,11/10/12
.graffle,0.007,11/10/12
.in,0.000,11/10/12
.eot,0.000,11/10/12
LICENSE,0.000,11/10/12
.editorconfig ,0.000,11/10/12
backup~,0.000,11/10/12
Makefile,0.000,11/10/12
.gitkeep,0.000,11/10/12
.djtpl,0.000,11/10/12
.keep,0.000,11/10/12
.py,0.797,11/10/12
.conf,0.000,11/10/12
INSTALL,0.000,11/10/12
.py-tpl,0.000,11/10/12
.xml,0.002,11/10/12
.unkn,0.000,11/10/12
.unknown,0.000,11/10/12
Procfile,0.000,11/10/12
.coveragerc,0.000,11/10/12
.sample,0.000,11/10/12
.jpg,0.000,11/10/12
.pristine,0.000,11/10/12
.gitignore,0.000,11/10/12
.svg,0.000,11/10/12
README,0.000,11/10/12
.1,0.005,11/10/12
.prj,0.000,11/10/12
.bat,0.000,11/10/12
config,0.000,11/10/12
.dot-file,0.000,11/10/12
.sh,0.000,11/10/12
.thtml,0.000,11/10/12
.tpl,0.000,11/10/12
.rst,0.000,11/10/12
CVS,0.000,11/10/12
.js,0.048,11/10/12
file_txt,0.000,11/10/12
spelling_wordlist,0.002,11/10/12
.eslintignore,0.000,11/10/12
.hidden,0.000,11/10/12
.eslintrc,0.000,11/10/12
.vrt,0.000,11/10/12
.png,0.000,11/10/12
.sql,0.000,11/10/12
.json,0.007,11/10/12
.csv,0.000,11/10/12
.css,0.004,11/10/12
".txt""",0.000,11/10/12
.python,0.000,11/10/12
.cfg,0.000,11/10/12
.txt,0.197,11/10/12
AUTHORS,0.002,11/10/12
.html,0.007,11/10/12
ssi,0.000,11/10/12
.hgignore,0.000,11/10/12
.gitattributes,0.000,11/10/12
django_bash_completion,0.000,11/10/12
.ignoreme,0.000,11/10/12
.po,0.984,10/10/12
.graffle,0.007,10/10/12
.in,0.000,10/10/12
.eot,0.000,10/10/12
LICENSE,0.000,10/10/12
.editorconfig ,0.000,10/10/12
backup~,0.000,10/10/12
Makefile,0.000,10/10/12
.gitkeep,0.000,10/10/12
.djtpl,0.000,10/10/12
.keep,0.000,10/10/12
.py,0.795,10/10/12
.conf,0.000,10/10/12
INSTALL,0.000,10/10/12
.py-tpl,0.000,10/10/12
.xml,0.002,10/10/12
.unkn,0.000,10/10/12
.unknown,0.000,10/10/12
Procfile,0.000,10/10/12
.coveragerc,0.000,10/10/12
.sample,0.000,10/10/12
.jpg,0.000,10/10/12
.pristine,0.000,10/10/12
.gitignore,0.000,10/10/12
.svg,0.000,10/10/12
README,0.000,10/10/12
.1,0.005,10/10/12
.prj,0.000,10/10/12
.bat,0.000,10/10/12
config,0.000,10/10/12
.dot-file,0.000,10/10/12
.sh,0.000,10/10/12
.thtml,0.000,10/10/12
.tpl,0.000,10/10/12
.rst,0.000,10/10/12
CVS,0.000,10/10/12
.js,0.048,10/10/12
file_txt,0.000,10/10/12
spelling_wordlist,0.002,10/10/12
.eslintignore,0.000,10/10/12
.hidden,0.000,10/10/12
.eslintrc,0.000,10/10/12
.vrt,0.000,10/10/12
.png,0.000,10/10/12
.sql,0.000,10/10/12
.json,0.007,10/10/12
.csv,0.000,10/10/12
.css,0.004,10/10/12
".txt""",0.000,10/10/12
.python,0.000,10/10/12
.cfg,0.000,10/10/12
.txt,0.199,10/10/12
AUTHORS,0.002,10/10/12
.html,0.007,10/10/12
ssi,0.000,10/10/12
.hgignore,0.000,10/10/12
.gitattributes,0.000,10/10/12
django_bash_completion,0.000,10/10/12
.ignoreme,0.000,10/10/12
.po,0.984,9/10/12
.graffle,0.007,9/10/12
.in,0.000,9/10/12
.eot,0.000,9/10/12
LICENSE,0.000,9/10/12
.editorconfig ,0.000,9/10/12
backup~,0.000,9/10/12
Makefile,0.000,9/10/12
.gitkeep,0.000,9/10/12
.djtpl,0.000,9/10/12
.keep,0.000,9/10/12
.py,0.794,9/10/12
.conf,0.000,9/10/12
INSTALL,0.000,9/10/12
.py-tpl,0.000,9/10/12
.xml,0.002,9/10/12
.unkn,0.000,9/10/12
.unknown,0.000,9/10/12
Procfile,0.000,9/10/12
.coveragerc,0.000,9/10/12
.sample,0.000,9/10/12
.jpg,0.000,9/10/12
.pristine,0.000,9/10/12
.gitignore,0.000,9/10/12
.svg,0.000,9/10/12
README,0.000,9/10/12
.1,0.005,9/10/12
.prj,0.000,9/10/12
.bat,0.000,9/10/12
config,0.000,9/10/12
.dot-file,0.000,9/10/12
.sh,0.000,9/10/12
.thtml,0.000,9/10/12
.tpl,0.000,9/10/12
.rst,0.000,9/10/12
CVS,0.000,9/10/12
.js,0.048,9/10/12
file_txt,0.000,9/10/12
spelling_wordlist,0.002,9/10/12
.eslintignore,0.000,9/10/12
.hidden,0.000,9/10/12
.eslintrc,0.000,9/10/12
.vrt,0.000,9/10/12
.png,0.000,9/10/12
.sql,0.000,9/10/12
.json,0.007,9/10/12
.csv,0.000,9/10/12
.css,0.004,9/10/12
".txt""",0.000,9/10/12
.python,0.000,9/10/12
.cfg,0.000,9/10/12
.txt,0.203,9/10/12
AUTHORS,0.002,9/10/12
.html,0.007,9/10/12
ssi,0.000,9/10/12
.hgignore,0.000,9/10/12
.gitattributes,0.000,9/10/12
django_bash_completion,0.000,9/10/12
.ignoreme,0.000,9/10/12
.po,0.984,8/10/12
.graffle,0.007,8/10/12
.in,0.000,8/10/12
.eot,0.000,8/10/12
LICENSE,0.000,8/10/12
.editorconfig ,0.000,8/10/12
backup~,0.000,8/10/12
Makefile,0.000,8/10/12
.gitkeep,0.000,8/10/12
.djtpl,0.000,8/10/12
.keep,0.000,8/10/12
.py,0.796,8/10/12
.conf,0.000,8/10/12
INSTALL,0.000,8/10/12
.py-tpl,0.000,8/10/12
.xml,0.002,8/10/12
.unkn,0.000,8/10/12
.unknown,0.000,8/10/12
Procfile,0.000,8/10/12
.coveragerc,0.000,8/10/12
.sample,0.000,8/10/12
.jpg,0.000,8/10/12
.pristine,0.000,8/10/12
.gitignore,0.000,8/10/12
.svg,0.000,8/10/12
README,0.000,8/10/12
.1,0.005,8/10/12
.prj,0.000,8/10/12
.bat,0.000,8/10/12
config,0.000,8/10/12
.dot-file,0.000,8/10/12
.sh,0.000,8/10/12
.thtml,0.000,8/10/12
.tpl,0.000,8/10/12
.rst,0.000,8/10/12
CVS,0.000,8/10/12
.js,0.048,8/10/12
file_txt,0.000,8/10/12
spelling_wordlist,0.002,8/10/12
.eslintignore,0.000,8/10/12
.hidden,0.000,8/10/12
.eslintrc,0.000,8/10/12
.vrt,0.000,8/10/12
.png,0.000,8/10/12
.sql,0.000,8/10/12
.json,0.007,8/10/12
.csv,0.000,8/10/12
.css,0.004,8/10/12
".txt""",0.000,8/10/12
.python,0.000,8/10/12
.cfg,0.000,8/10/12
.txt,0.204,8/10/12
AUTHORS,0.002,8/10/12
.html,0.007,8/10/12
ssi,0.000,8/10/12
.hgignore,0.000,8/10/12
.gitattributes,0.000,8/10/12
django_bash_completion,0.000,8/10/12
.ignoreme,0.000,8/10/12
.po,0.984,7/10/12
.graffle,0.007,7/10/12
.in,0.000,7/10/12
.eot,0.000,7/10/12
LICENSE,0.000,7/10/12
.editorconfig ,0.000,7/10/12
backup~,0.000,7/10/12
Makefile,0.000,7/10/12
.gitkeep,0.000,7/10/12
.djtpl,0.000,7/10/12
.keep,0.000,7/10/12
.py,0.796,7/10/12
.conf,0.000,7/10/12
INSTALL,0.000,7/10/12
.py-tpl,0.000,7/10/12
.xml,0.002,7/10/12
.unkn,0.000,7/10/12
.unknown,0.000,7/10/12
Procfile,0.000,7/10/12
.coveragerc,0.000,7/10/12
.sample,0.000,7/10/12
.jpg,0.000,7/10/12
.pristine,0.000,7/10/12
.gitignore,0.000,7/10/12
.svg,0.000,7/10/12
README,0.000,7/10/12
.1,0.005,7/10/12
.prj,0.000,7/10/12
.bat,0.000,7/10/12
config,0.000,7/10/12
.dot-file,0.000,7/10/12
.sh,0.000,7/10/12
.thtml,0.000,7/10/12
.tpl,0.000,7/10/12
.rst,0.000,7/10/12
CVS,0.000,7/10/12
.js,0.048,7/10/12
file_txt,0.000,7/10/12
spelling_wordlist,0.002,7/10/12
.eslintignore,0.000,7/10/12
.hidden,0.000,7/10/12
.eslintrc,0.000,7/10/12
.vrt,0.000,7/10/12
.png,0.000,7/10/12
.sql,0.000,7/10/12
.json,0.007,7/10/12
.csv,0.000,7/10/12
.css,0.004,7/10/12
".txt""",0.000,7/10/12
.python,0.000,7/10/12
.cfg,0.000,7/10/12
.txt,0.211,7/10/12
AUTHORS,0.002,7/10/12
.html,0.007,7/10/12
ssi,0.000,7/10/12
.hgignore,0.000,7/10/12
.gitattributes,0.000,7/10/12
django_bash_completion,0.000,7/10/12
.ignoreme,0.000,7/10/12
.po,0.984,6/10/12
.graffle,0.007,6/10/12
.in,0.000,6/10/12
.eot,0.000,6/10/12
LICENSE,0.000,6/10/12
.editorconfig ,0.000,6/10/12
backup~,0.000,6/10/12
Makefile,0.000,6/10/12
.gitkeep,0.000,6/10/12
.djtpl,0.000,6/10/12
.keep,0.000,6/10/12
.py,0.797,6/10/12
.conf,0.000,6/10/12
INSTALL,0.000,6/10/12
.py-tpl,0.000,6/10/12
.xml,0.002,6/10/12
.unkn,0.000,6/10/12
.unknown,0.000,6/10/12
Procfile,0.000,6/10/12
.coveragerc,0.000,6/10/12
.sample,0.000,6/10/12
.jpg,0.000,6/10/12
.pristine,0.000,6/10/12
.gitignore,0.000,6/10/12
.svg,0.000,6/10/12
README,0.000,6/10/12
.1,0.005,6/10/12
.prj,0.000,6/10/12
.bat,0.000,6/10/12
config,0.000,6/10/12
.dot-file,0.000,6/10/12
.sh,0.000,6/10/12
.thtml,0.000,6/10/12
.tpl,0.000,6/10/12
.rst,0.000,6/10/12
CVS,0.000,6/10/12
.js,0.048,6/10/12
file_txt,0.000,6/10/12
spelling_wordlist,0.002,6/10/12
.eslintignore,0.000,6/10/12
.hidden,0.000,6/10/12
.eslintrc,0.000,6/10/12
.vrt,0.000,6/10/12
.png,0.000,6/10/12
.sql,0.000,6/10/12
.json,0.007,6/10/12
.csv,0.000,6/10/12
.css,0.004,6/10/12
".txt""",0.000,6/10/12
.python,0.000,6/10/12
.cfg,0.000,6/10/12
